Release  Id : 325	Credit to Non-Financial Sector
CRDQARAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Argentina                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBEPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Belgium                                           P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBEPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Belgium                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBEPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Belgium                                        P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBEPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Belgium                                        B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Brazil                                                    P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Brazil                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Brazil                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Brazil                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Brazil                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Brazil                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Brazil                                                   P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Brazil                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRHAMXDCA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Brazil                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRHAMXDCU                    Total Credit to Households and NPISHs, Unadjusted for Breaks, for Brazil                                                 B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Brazil                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Brazil                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRNAMXDCA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Brazil                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRNAMXDCU                    Total Credit to Non-Financial Corporations, Unadjusted for Breaks, for Brazil                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Brazil                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Brazil                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Brazil                                         P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QBRPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Brazil                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCACAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Canada                                                    P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCACAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Canada                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCACAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Canada                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAGAM770A                    Total Credit to General Government, Adjusted for Breaks, for Canada                                                      P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for Canada                                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAGAMXDCA                    Total Credit to General Government, Adjusted for Breaks, for Canada                                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Canada                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Canada                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Canada                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Canada                                                   P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Canada                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCANAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Canada                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCANAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Canada                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Canada                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Canada                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Canada                                         P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCAPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Canada                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCHCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Switzerland                                               P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QCHCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Switzerland                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
